,playerShort,yellowReds,goals,birthday,ties,leagueCountry,black,defeats,weight,victories,height,meanExp,yellowCards,games,redCards,position,meanIAT,club
684,684,0,14,01.05.1993,23,1,1,35,76.0,33,182.0,0.4387661734140676,7,91,1,2,0.3447416932138202,24
685,685,2,31,29.05.1983,129,1,1,118,65.0,193,172.0,0.36038915105646824,68,440,2,4,0.32985178573738116,80
686,686,3,14,26.02.1981,73,1,0,89,75.0,104,183.0,0.44272945869787445,61,266,3,1,0.3455976597852173,5
687,687,0,132,26.10.1984,94,2,1,117,84.0,231,178.0,0.5050251676418267,55,442,0,8,0.3523245780008038,31
688,688,0,0,22.09.1988,34,2,0,35,86.0,60,193.0,0.33596689240030053,3,129,0,5,0.33662816264272144,2
689,689,1,16,22.01.1988,46,2,0,66,86.0,112,193.0,0.3847732965926204,20,224,0,4,0.34097054176790553,11
690,690,2,36,29.03.1977,93,2,0,146,78.0,162,185.0,0.3359668924003005,69,401,2,1,0.33662816264272094,33
691,691,0,51,30.03.1983,62,1,0,84,70.0,94,183.0,0.3554216279213679,20,240,1,12,0.33146924700947855,30
692,692,0,8,14.08.1979,91,1,0,116,76.0,151,186.0,0.4613805180512318,47,358,0,1,0.3514888671740124,24
693,693,0,6,26.08.1984,91,1,0,80,61.0,154,174.0,0.4237602516356297,40,325,1,4,0.3431715956348554,5
694,694,1,23,29.10.1983,116,3,0,116,83.0,160,192.0,0.47645373898938403,64,392,0,6,0.351844956636842,87
695,695,1,53,07.05.1987,85,1,0,99,73.0,174,182.0,0.44121189421164086,66,358,1,8,0.3526158350397414,59
696,696,1,9,02.04.1984,87,1,0,76,71.0,89,172.0,0.4270434873823855,30,252,1,6,0.34492020695273784,58
697,697,1,9,23.02.1989,39,1,0,36,69.0,62,173.0,0.3807109548890593,12,137,0,12,0.34110061340593845,56
698,698,2,6,10.09.1983,110,3,0,105,77.0,203,183.0,0.48980058587680836,97,418,0,4,0.3484817051652371,52
699,699,2,225,07.10.1982,133,0,1,175,65.0,256,170.0,0.45935925993598026,52,564,3,2,0.345510131328441,83
700,700,0,44,18.02.1983,108,0,0,126,76.0,189,179.0,0.4596225609629837,49,423,1,3,0.34195608725303184,55
701,701,9,27,03.11.1981,82,2,0,111,81.0,166,184.0,0.3614155597373993,122,359,1,4,0.33614137762953394,31
702,702,1,16,15.01.1983,81,0,0,142,64.0,140,173.0,0.43856473277078345,34,363,0,10,0.34219972876278953,95
703,703,2,7,03.09.1988,70,2,1,74,90.0,215,192.0,0.46692240579323563,66,359,5,1,0.346365861832159,12
704,704,0,31,31.03.1978,112,1,0,111,70.0,173,177.0,0.41126916737996144,50,396,1,12,0.3465516539843719,71
705,705,0,0,20.09.1996,0,0,1,0,,1,,0.356445562281524,0,1,0,12,0.326689683726724,45
706,706,0,21,23.03.1983,54,0,0,95,71.0,98,180.0,0.3564455622815242,24,247,2,12,0.3266896837267236,40
707,707,1,1,08.12.1988,18,1,1,40,72.0,36,186.0,0.4644240874345748,12,94,0,9,0.34979254302731266,44
708,708,0,10,15.12.1992,12,0,0,9,65.0,16,168.0,0.3955314161770524,1,37,1,12,0.33382303418895654,41
709,709,2,0,10.04.1985,60,3,0,81,70.0,75,182.0,0.5709364205225141,63,216,2,9,0.36533352515563433,52
710,710,0,41,21.11.1985,74,3,0,131,64.0,252,172.0,0.5207699383350703,50,457,1,10,0.35248065774030846,75
711,711,0,4,19.02.1987,52,3,0,47,78.0,54,181.0,0.5882973115445439,24,153,3,12,0.3698935941871719,69
712,712,1,17,18.01.1980,69,3,0,86,78.0,80,182.0,0.5882973115445439,63,235,0,4,0.3698935941871718,23
713,713,1,55,25.02.1981,82,0,0,87,70.0,244,175.0,0.44358518008185266,12,413,0,0,0.3493039307088177,60
714,714,0,65,02.08.1985,95,1,1,96,74.0,142,180.0,0.45394201759912794,42,333,0,2,0.34673194589224327,57
715,715,0,17,17.05.1985,27,3,0,24,70.0,52,167.0,0.5882973115445439,12,103,0,8,0.3698935941871719,20
716,716,2,6,25.02.1984,72,3,0,73,70.0,154,172.0,0.5890534146302985,75,299,1,9,0.36509880223731905,87
717,717,0,0,07.11.1988,12,3,0,32,77.0,23,182.0,0.508897043693154,11,67,0,12,0.3597064564848326,61
718,718,2,74,21.07.1981,149,3,0,158,76.0,245,180.0,0.5417855473891144,41,552,3,10,0.3597388720733726,52
719,719,1,11,14.03.1990,57,0,0,63,62.0,113,168.0,0.48128043204003496,25,233,0,0,0.34220527151192526,45
720,720,0,76,08.11.1981,144,0,0,146,64.0,298,173.0,0.4498666600825716,74,588,1,8,0.34594940962934295,45
721,721,0,0,19.04.1987,74,0,0,81,80.0,195,191.0,0.4829824911288152,10,350,0,5,0.3502483601564211,48
722,722,0,0,17.06.1990,4,3,0,15,85.0,22,195.0,0.4564735928241114,1,41,0,5,0.346578665879733,10
723,723,1,25,26.06.1992,28,3,1,44,71.0,58,178.0,0.4331030799502257,16,130,0,12,0.34069405031906463,64
724,724,1,26,08.08.1991,45,2,1,68,89.0,114,193.0,0.4137769529546622,24,227,1,4,0.34116979507233103,31
725,725,4,32,02.09.1982,79,1,0,124,70.0,136,175.0,0.38252779662810377,85,339,4,12,0.3323240057268858,58
726,726,1,3,17.02.1986,53,0,0,56,69.0,58,180.0,0.42548301717741027,22,167,0,4,0.33667802256800006,93
727,727,0,28,12.12.1983,35,2,1,53,75.0,42,180.0,0.3843128348311942,18,130,0,8,0.33860255483492724,89
728,728,1,2,18.01.1987,50,0,1,63,83.0,127,191.0,0.4359911482209845,26,240,0,1,0.3400719217119199,6
729,729,1,14,14.12.1987,56,2,0,80,80.0,87,190.0,0.3710033742788349,38,223,0,4,0.33956720627192255,72
730,730,1,6,21.11.1986,53,2,0,84,75.0,89,183.0,0.3359668924003006,23,226,1,6,0.3366281626427214,33
731,731,1,30,19.06.1992,25,2,0,24,76.0,45,182.0,0.34720343829031897,12,94,0,12,0.33803666209473654,91
732,732,0,62,24.09.1980,152,0,0,205,77.0,365,185.0,0.49637652102187385,36,722,1,6,0.35240478704552,34
733,733,0,4,23.04.1987,18,1,1,37,69.0,34,184.0,0.20616066473639794,15,89,2,9,0.3082019063249436,80
734,734,1,29,15.04.1992,8,0,0,14,79.0,31,185.0,0.4679028057988572,8,53,0,2,0.34002612350714484,48
735,735,1,7,22.04.1987,79,0,1,68,86.0,208,188.0,0.33823009316218794,64,355,3,3,0.3190835399432823,21
736,736,0,20,30.04.1981,127,0,0,129,75.0,337,190.0,0.5330028079467145,37,593,1,1,0.3555512899048029,82
737,737,0,0,24.10.1986,55,0,0,58,97.0,62,193.0,0.3575793960787939,5,175,1,5,0.32799166933843776,54
738,738,2,64,07.12.1980,140,0,0,120,75.0,436,184.0,0.4880172099473307,97,696,3,1,0.34787769714059075,21
739,739,0,88,08.01.1982,102,1,1,143,82.0,186,179.0,0.31860085402704763,33,431,2,11,0.32625703929016336,51
740,740,4,37,15.11.1983,99,0,0,104,72.0,269,180.0,0.5089126046700603,87,472,1,1,0.3540779822942022,27
741,741,0,33,16.08.1982,121,0,0,110,83.0,242,188.0,0.42687936020536466,30,473,0,1,0.33845626840241855,48
742,742,0,1,01.01.1993,7,0,0,9,,29,180.0,0.3754150922966745,12,45,0,9,0.33386553544197045,45
743,743,0,75,20.09.1983,105,0,0,130,79.0,127,183.0,0.4294412649661146,35,362,1,12,0.3388521597283822,81
744,744,2,106,01.04.1984,66,3,0,95,73.0,129,181.0,0.5964359012062235,36,290,5,2,0.3619405678786415,87
745,745,1,17,05.07.1983,105,0,0,116,70.0,154,182.0,0.50590189154691,59,375,2,12,0.3511024768089225,53
746,746,0,35,14.07.1992,33,2,0,53,67.0,77,176.0,0.35561268135011176,17,163,0,10,0.33816315691341736,16
747,747,0,4,09.04.1990,20,1,0,30,70.0,17,182.0,0.33128783693893105,8,67,0,12,0.33530962650149243,51
748,748,3,22,10.03.1983,83,0,0,116,84.0,131,193.0,0.4502604257853923,54,330,2,12,0.3420290701355725,92
749,749,2,10,07.02.1983,65,1,0,85,72.0,85,179.0,0.3939608749195883,40,235,1,6,0.3406038797499362,5
750,750,1,5,26.04.1990,19,3,0,21,74.0,52,172.0,0.5566989080467704,13,92,1,3,0.36325663024459853,29
751,751,0,0,28.05.1991,1,1,0,4,82.0,4,183.0,0.4822684394988174,1,9,0,5,0.35564722711380803,51
752,752,1,2,13.07.1990,16,1,1,27,83.0,27,188.0,0.3685343776672798,17,70,1,12,0.3404181470933441,96
753,753,0,23,12.09.1990,29,0,1,47,76.0,49,183.0,0.3677248343560565,10,125,0,2,0.3297621468699664,83
754,754,1,45,12.04.1986,74,1,1,107,56.0,135,176.0,0.29526669777009223,21,316,0,7,0.3321206136162891,80
755,755,0,44,26.06.1990,47,2,0,64,77.0,80,179.0,0.35380756876056746,5,191,0,10,0.3383412469382316,72
756,756,0,4,01.06.1989,17,1,1,24,69.0,10,178.0,0.36803623512108424,5,51,0,4,0.3374635433244079,51
757,757,1,22,21.10.1989,28,3,0,41,65.0,45,171.0,0.5862204641202389,22,114,3,11,0.3689678099236992,87
758,758,0,0,06.03.1986,33,3,0,48,78.0,49,186.0,0.5859580312199654,27,130,1,1,0.3705448193029392,20
759,759,5,2,19.07.1978,122,1,0,104,84.0,149,190.0,0.46895467527653284,86,375,5,9,0.36179302982342076,85
760,760,0,28,27.02.1992,40,0,0,62,73.0,74,185.0,0.43021007125072735,23,176,1,12,0.338903266569116,45
761,761,0,9,02.01.1988,44,0,0,61,77.0,150,188.0,0.49022300492650706,27,255,3,1,0.34451148241475643,49
762,762,2,24,11.09.1991,42,1,1,53,81.0,67,182.0,0.39238953132144694,24,162,1,11,0.3395090606936815,58
763,763,0,5,12.03.1992,17,1,0,12,70.0,25,172.0,0.4595323045194888,8,54,0,12,0.3399498593881086,57
764,764,0,22,17.06.1990,52,0,0,83,67.0,117,182.0,0.4552545305486483,26,252,1,10,0.3417330387017232,45
765,765,1,21,21.03.1989,56,3,0,60,69.0,134,170.0,0.562292020437658,58,250,1,6,0.3608598706249135,29
766,766,1,1,21.03.1992,17,3,0,49,80.0,51,184.0,0.5447046360590588,39,117,1,1,0.3578463564798987,62
767,767,0,0,27.04.1982,21,3,0,30,87.0,25,189.0,0.5852072156592228,2,76,0,5,0.3692677047618948,35
768,768,0,81,22.04.1982,38,3,0,77,87.0,71,188.0,0.6193862280317181,16,186,2,2,0.3715621837266165,64
769,769,1,10,15.08.1982,43,1,0,51,69.0,74,178.0,0.38896193257921763,18,168,2,4,0.34075019893962527,51
770,770,0,9,22.04.1983,32,0,0,36,74.0,71,191.0,0.42951457565833234,20,139,0,1,0.33621724300124,76
771,771,2,2,05.09.1989,34,3,0,54,77.0,45,182.0,0.5454636128069672,28,133,1,6,0.3709792375538807,68
772,772,1,49,11.02.1987,51,3,0,59,73.0,121,179.0,0.5780978329951547,24,231,0,2,0.37297272688754207,66
773,773,0,2,31.05.1993,8,3,0,23,72.0,27,179.0,0.5016542993923939,7,58,0,3,0.3512485725453834,75
774,774,0,14,17.07.1987,26,3,0,59,68.0,45,177.0,0.5069288272069602,15,130,0,0,0.35321116945404457,62
775,775,1,4,23.01.1986,67,0,0,73,82.0,113,184.0,0.44449793808666194,17,253,0,6,0.34245470137415834,45
776,776,2,3,06.12.1987,11,3,0,20,65.0,16,181.0,0.56463790728072,15,47,0,12,0.3636342980352423,70
777,777,1,14,07.03.1977,63,3,0,96,82.0,93,185.0,0.5951568420203904,52,252,4,1,0.3701835339207393,61
778,778,3,9,07.05.1982,50,1,0,64,63.0,68,170.0,0.3407000671198614,23,182,1,4,0.3344680153506218,88
779,779,0,27,27.03.1990,24,2,0,41,80.0,30,191.0,0.47944176873603206,9,95,1,2,0.3523007062943836,2
780,780,1,86,24.08.1986,60,2,1,79,81.0,124,184.0,0.48872340298679634,17,263,0,2,0.35230775823384175,91
781,781,0,11,15.01.1992,28,0,1,38,74.0,40,180.0,0.409468616241135,4,106,0,2,0.33403659456370843,13
782,782,1,5,19.07.1979,69,2,0,93,66.0,163,170.0,0.5365453386294375,74,325,3,4,0.35531726860768553,90
783,783,2,36,17.07.1986,59,3,0,77,77.0,66,179.0,0.6375169038223323,26,202,0,7,0.36726297773738303,26
784,784,0,118,17.05.1980,145,2,0,210,76.0,181,180.0,0.5656068621842645,46,536,3,0,0.35851834287437767,15
785,785,0,3,01.03.1993,15,3,0,21,67.0,48,172.0,0.5342543683544677,6,84,0,6,0.35343266827291003,87
786,786,0,3,30.03.1990,17,3,0,40,68.0,25,176.0,0.5889550929368493,9,82,2,7,0.3694706702719175,64
787,787,1,9,08.01.1990,32,3,0,39,71.0,61,181.0,0.5882973115445439,16,132,0,3,0.3698935941871719,23
788,788,2,20,01.04.1982,74,3,0,120,80.0,90,185.0,0.5783223776783898,69,284,1,4,0.36791622655237405,35
789,789,0,3,27.04.1987,18,2,0,21,87.0,27,192.0,0.38663315023404354,5,66,0,1,0.34803564089921135,33
790,790,7,10,15.07.1976,127,3,0,153,78.0,207,183.0,0.5026836355153865,121,487,8,6,0.3546707918904677,42
791,791,1,19,09.01.1985,89,3,0,113,72.0,164,180.0,0.510898339348315,61,366,1,9,0.35444020218746036,10
792,792,0,4,11.09.1988,18,3,1,43,72.0,31,179.0,0.5922939378527249,5,92,0,11,0.36828827663127567,66
793,793,0,26,18.05.1980,49,3,0,76,70.0,76,172.0,0.5781398815503134,48,201,1,12,0.361383237452135,42
794,794,4,19,01.03.1982,55,3,0,105,70.0,85,179.0,0.5755491602098647,62,245,1,10,0.3648187053416338,37
795,795,0,2,08.08.1984,12,3,0,17,80.0,12,188.0,0.5882973115445439,8,41,0,12,0.36989359418717194,65
796,796,1,16,20.05.1993,22,3,0,34,63.0,34,170.0,0.599027078927114,9,90,0,2,0.3684962620897822,52
797,797,4,5,02.01.1988,67,2,0,80,82.0,105,183.0,0.4379502989208592,49,252,1,4,0.34630311039182327,1
798,798,0,39,20.09.1993,31,2,0,48,74.0,95,185.0,0.47289512157753205,19,174,0,0,0.3478140783311823,31
799,799,0,5,21.03.1992,30,2,0,46,69.0,65,177.0,0.34085434318745345,22,141,1,9,0.3372542986718255,15
800,800,0,6,10.08.1991,28,2,0,43,73.0,62,183.0,0.3411806344556367,8,133,0,6,0.33697573460748553,11
801,801,2,50,13.02.1989,49,2,0,49,83.0,95,188.0,0.3919348987584581,14,193,0,2,0.34110208098948547,16
802,802,0,20,15.04.1985,52,2,0,81,78.0,105,190.0,0.36071363702905795,41,238,0,4,0.3390043763429451,72
803,803,0,39,05.07.1982,52,1,0,81,73.0,72,186.0,0.41917069443394067,12,205,0,10,0.3461230257484779,80
804,804,0,14,17.08.1986,43,1,0,50,65.0,36,168.0,0.42526215860676625,9,129,0,8,0.34059897545657436,30
805,805,1,10,11.09.1980,104,1,0,125,73.0,109,181.0,0.38825356150786167,40,338,1,4,0.33850703237849805,71
806,806,1,107,01.10.1981,79,3,1,92,72.0,180,183.0,0.5475477011757766,33,351,1,0,0.35922588331300953,52
807,807,0,0,03.09.1979,89,0,0,83,79.0,240,186.0,0.5197088689745675,17,412,3,5,0.3578773606608042,60
808,808,2,10,12.09.1983,49,2,1,66,76.0,107,185.0,0.5064381673165084,37,222,1,6,0.3485363538209028,1
809,809,0,42,04.10.1988,30,2,1,50,78.0,78,181.0,0.561935545251173,19,158,1,2,0.3522812588570375,11
810,810,0,0,17.04.1975,137,0,0,216,80.0,171,193.0,0.45289142768036184,28,524,4,5,0.3388932653334567,93
811,811,0,57,19.09.1983,99,1,0,75,76.0,129,180.0,0.4529318015377136,31,303,1,8,0.3454275971091587,36
812,812,2,161,22.04.1982,102,3,0,77,78.0,318,186.0,0.5208704425947529,44,497,0,0,0.3602565344668514,66
813,813,2,13,09.09.1987,23,1,1,47,76.0,39,192.0,0.41448777449017976,27,109,1,4,0.3368783734803071,32
814,814,1,11,11.06.1982,54,1,0,96,70.0,67,181.0,0.33879744333405554,40,217,0,7,0.3235241351470495,78
815,815,1,16,25.02.1989,28,1,0,34,65.0,49,175.0,0.3802930430012116,12,111,0,8,0.3375859608324846,51
816,816,0,24,08.04.1990,30,2,0,46,76.0,48,183.0,0.3679059266050637,15,124,0,11,0.3383717438919051,11
817,817,0,185,19.12.1987,81,3,0,70,79.0,280,187.0,0.5406221223574894,10,431,0,2,0.35768909996828263,66
818,818,2,9,07.01.1985,34,2,1,45,85.0,38,184.0,0.5015003012559662,21,117,2,4,0.34959700846353076,72
819,819,2,21,20.01.1984,85,2,0,111,86.0,133,190.0,0.3215500056895344,56,329,3,1,0.32966838565306866,39
820,820,2,28,25.06.1985,65,2,0,96,75.0,117,181.0,0.29717789563896496,38,278,0,11,0.32710704461211193,25
821,821,0,2,02.12.1994,9,0,0,23,79.0,33,185.0,0.49425622906242683,15,65,0,12,0.35247911859648867,48
822,822,1,2,09.04.1987,49,1,1,41,74.0,48,185.0,0.3700637396057072,14,138,3,12,0.3397741449970335,58
823,823,0,0,23.10.1984,49,0,0,76,87.0,60,186.0,0.39327496985670896,8,185,0,12,0.3324082099615057,82
824,824,0,34,02.12.1986,44,2,0,66,77.0,62,183.0,0.4378018356604503,18,172,0,2,0.3496152525276177,33
825,825,0,91,05.10.1984,82,0,1,158,78.0,127,188.0,0.3418437535698451,16,367,2,11,0.3265009481067054,81
826,826,0,0,13.02.1992,2,3,0,6,70.0,0,178.0,0.5882973115445439,2,8,0,0,0.3698935941871721,70
827,827,2,33,28.06.1991,40,2,0,62,76.0,86,181.0,0.49614926240574564,13,188,0,0,0.3526888910208578,91
828,828,0,102,09.05.1987,84,1,0,82,64.0,118,170.0,0.43867405518868924,7,284,0,11,0.34396003128038827,59
829,829,0,54,19.07.1988,66,2,0,72,72.0,177,186.0,0.3948269938801315,33,315,1,8,0.3417491350454647,16
830,830,0,79,05.10.1987,89,0,0,92,75.0,154,182.0,0.4664436652068181,36,335,2,11,0.342654272233101,27
831,831,3,109,24.06.1982,139,0,0,174,88.0,203,182.0,0.3915610025045251,111,516,4,12,0.3322337964508517,93
832,832,0,0,10.03.1988,10,1,0,13,81.0,14,186.0,0.3972103505831566,1,37,0,12,0.3359164037654697,36
833,833,0,0,26.03.1991,0,1,1,1,71.0,0,173.0,0.39413919413919396,0,1,0,12,0.337539293106427,58
834,834,1,13,16.10.1991,23,2,0,42,90.0,67,185.0,0.33596689240030053,30,132,1,4,0.33662816264272144,90
835,835,1,12,27.08.1993,35,2,0,31,70.0,44,175.0,0.38861747444990974,19,110,0,0,0.3409755408893919,89
836,836,0,3,28.10.1989,34,1,1,48,77.0,52,180.0,0.3817444259116408,14,134,0,9,0.33498079883821413,80
837,837,0,0,08.07.1990,40,2,0,58,83.0,76,189.0,0.39760561939151,5,174,2,5,0.3419782744616131,25
838,838,1,7,23.09.1991,39,2,0,50,80.0,67,194.0,0.3518131914122366,24,156,2,4,0.3380169191414775,28
839,839,0,58,30.07.1992,40,2,0,67,74.0,73,179.0,0.3908049398906283,25,180,1,8,0.34084768910226065,2
840,840,1,2,08.09.1989,17,3,0,24,75.0,20,176.0,0.5882973115445439,14,61,0,6,0.3698935941871719,61
841,841,0,5,26.09.1989,35,0,0,35,64.0,98,178.0,0.4396940147890078,14,168,1,6,0.34058818925616247,6
842,842,1,37,21.10.1984,64,0,1,114,69.0,121,175.0,0.4234693427740694,63,299,0,7,0.3386908404803534,34
843,843,0,38,29.12.1978,75,0,0,116,65.0,141,171.0,0.4723370114792386,7,332,2,0,0.34454287737665834,60
844,844,0,0,02.10.1986,42,3,0,61,84.0,50,191.0,0.5882973115445439,14,153,3,5,0.3698935941871718,26
845,845,0,56,05.03.1986,42,2,1,67,94.0,69,191.0,0.33596689240030053,5,178,0,2,0.33662816264272133,74
846,846,2,277,12.08.1983,86,2,0,114,78.0,249,186.0,0.5115488293729907,43,449,2,2,0.35726618686214173,31
847,847,0,5,21.06.1990,10,2,1,22,68.0,8,174.0,0.2151425628259853,4,40,0,2,0.30479704239191674,28
848,848,0,0,25.06.1992,20,2,0,31,83.0,27,196.0,0.3438964110523462,3,78,1,5,0.33708934076279456,2
849,849,0,15,08.01.1992,34,3,0,38,74.0,120,178.0,0.5664109121116325,28,192,0,4,0.35218977858692624,10
850,850,1,22,12.02.1993,15,2,0,28,76.0,55,181.0,0.34469128760999906,17,98,0,3,0.33743572907282465,11
851,851,2,20,19.03.1981,129,0,1,94,76.0,295,183.0,0.32549260523512313,44,518,1,1,0.3293481805716031,48
852,852,0,14,15.03.1990,52,2,0,82,78.0,91,182.0,0.4523297087207318,21,225,0,7,0.3468526245705455,39
853,853,1,5,16.08.1994,18,2,0,29,79.0,40,184.0,0.38530270843293823,7,87,1,1,0.34401602017969796,16
854,854,0,0,02.07.1978,65,1,1,72,83.0,65,190.0,0.11560130717634631,15,202,1,12,0.294958090739414,79
855,855,1,225,02.06.1988,99,0,0,117,74.0,246,172.0,0.5356284803308398,56,462,3,2,0.35580571492188856,48
856,856,0,8,11.11.1988,52,0,1,68,73.0,97,180.0,0.4268945184027004,27,217,0,9,0.3353053497529863,83
857,857,0,5,28.05.1990,59,0,0,54,73.0,113,178.0,0.4669403708472975,32,226,0,9,0.3431699636036173,83
858,858,2,13,23.02.1992,24,2,0,41,85.0,75,183.0,0.5076419500010876,34,140,1,1,0.35004907286996007,31
859,859,1,10,10.08.1980,38,3,0,69,78.0,68,185.0,0.5882973115445439,26,175,2,1,0.3698935941871719,62
860,860,0,34,07.08.1984,69,3,0,112,75.0,83,188.0,0.583599572104958,42,264,1,10,0.3674592111977351,35
861,861,1,0,20.10.1989,20,1,1,28,74.0,26,181.0,0.3231444105400735,16,74,0,9,0.33261813902858284,30
862,862,2,7,28.11.1985,76,1,1,79,70.0,112,173.0,0.3745603475814142,42,267,0,0,0.33228364156664075,36
863,863,0,0,09.03.1993,2,0,1,2,63.0,3,168.0,0.47298008513513096,0,7,0,12,0.3365934157632042,49
864,864,1,26,27.04.1989,65,2,0,84,77.0,128,184.0,0.4342133814985136,32,277,0,4,0.345762293954039,11
865,865,2,39,26.08.1988,55,2,0,96,78.0,96,180.0,0.391371022927106,58,247,0,0,0.3422138918839405,39
866,866,0,0,20.07.1990,27,2,0,42,100.0,60,198.0,0.37462484772062454,4,129,0,5,0.34126574636070894,31
867,867,2,13,20.07.1985,33,1,1,52,73.0,38,183.0,0.6102704847666851,17,123,0,8,0.36054140100234644,78
868,868,0,12,18.01.1991,32,2,0,59,88.0,62,196.0,0.3711372144203737,10,153,0,1,0.33989484292240857,77
869,869,2,3,22.03.1985,36,3,0,55,68.0,60,166.0,0.5868529803875794,41,151,0,9,0.3700622383688237,23
870,870,1,2,25.12.1979,89,1,0,83,62.0,101,170.0,0.40460624022200864,15,273,0,6,0.3408671104535442,44
871,871,2,20,10.09.1985,52,0,0,60,75.0,135,185.0,0.39759122073598957,36,247,3,1,0.33993038034248807,6
872,872,0,0,24.05.1982,4,1,0,16,76.0,12,184.0,0.3441723939807921,1,32,0,5,0.3368293261042319,51
873,873,3,9,21.03.1988,70,0,0,101,76.0,85,178.0,0.40532721048521,76,256,4,4,0.33673132073615625,82
874,874,1,34,11.12.1984,118,0,0,137,74.0,205,170.0,0.43406913227325417,52,460,0,6,0.3396489473534362,27
875,875,0,0,20.05.1977,111,3,0,151,79.0,184,188.0,0.5210123708881585,29,446,4,5,0.36373050594646916,70
876,876,3,22,23.04.1983,31,2,0,57,81.0,84,188.0,0.41569762585087655,33,172,2,4,0.34191209974969117,39
877,877,0,10,28.06.1988,39,2,0,63,81.0,52,190.0,0.33810276892277047,33,154,1,1,0.3370636411336596,33
878,878,3,13,30.11.1985,60,0,1,101,71.0,95,186.0,0.3658230233185195,37,256,2,1,0.32766432993733824,54
879,879,0,56,17.05.1981,101,0,0,121,68.0,184,172.0,0.4301314072501531,42,406,0,10,0.3369829613277613,27
880,880,0,21,19.12.1993,26,2,0,47,60.0,45,171.0,0.38267951605169076,30,118,1,12,0.3394735544494332,16
881,881,0,11,12.02.1994,6,2,0,13,67.0,26,169.0,0.3804102683212084,4,45,0,0,0.34302890905052286,91
882,882,0,54,18.09.1990,52,2,0,76,72.0,125,176.0,0.4534685505639817,25,253,0,0,0.34715035850768194,31
883,883,1,2,19.08.1985,14,1,1,26,84.0,23,188.0,0.3673607690825137,18,63,3,12,0.33667203902983955,58
884,884,0,20,21.07.1984,105,0,0,125,64.0,115,177.0,0.36566210004249017,58,345,2,1,0.3273344657536127,92
885,885,0,0,05.03.1988,16,3,0,17,81.0,11,188.0,0.5648510839626063,15,44,0,1,0.3475982095373459,68
886,886,0,0,08.02.1979,15,1,0,16,74.0,14,182.0,0.343078914008494,1,45,2,5,0.334356353026276,78
887,887,0,387,24.06.1987,96,3,0,64,67.0,338,169.0,0.5495094276584065,41,498,1,11,0.3565856715808038,29
888,888,0,152,02.03.1983,79,1,0,73,72.0,172,175.0,0.5432114418224898,33,324,1,2,0.36039078612081876,57
889,889,0,31,24.10.1990,30,2,0,44,79.0,94,180.0,0.3892972176259017,12,168,0,0,0.3417480184773629,16
890,890,0,131,26.02.1985,81,3,0,137,94.0,161,195.0,0.5544769030221327,21,379,0,2,0.3605770852114365,9
891,891,3,56,24.11.1979,46,3,0,82,72.0,77,185.0,0.5634296317296194,38,205,1,2,0.3653281647298034,18
892,892,0,0,14.02.1989,3,1,1,9,,0,,0.33610096313517096,2,12,0,9,0.334683895844357,57
893,893,0,89,02.01.1987,73,1,1,82,66.0,104,184.0,0.4353505962604634,14,259,3,11,0.34088716277236386,58
894,894,1,9,22.08.1984,38,3,0,66,72.0,63,182.0,0.584056815525501,32,167,1,1,0.36836688100592346,18
895,895,0,0,22.06.1993,10,2,0,19,75.0,21,189.0,0.3359668924003008,1,50,0,5,0.33662816264272116,1
896,896,0,122,08.08.1978,116,0,1,124,75.0,201,184.0,0.4255816133128741,20,441,1,2,0.34086432523936494,82
897,897,0,4,20.07.1993,17,1,0,22,74.0,55,179.0,0.48705337735953186,9,94,1,12,0.34897962149609757,44
898,898,2,11,09.01.1987,60,0,0,68,74.0,159,179.0,0.4985083020390316,49,287,2,3,0.34882436621183216,45
899,899,0,5,03.07.1990,22,1,0,39,81.0,37,183.0,0.5250609754439475,15,98,1,6,0.3573807248552659,58
900,900,0,12,20.01.1994,13,0,0,16,75.0,25,182.0,0.5093144968040073,5,54,0,8,0.35978121883786823,21
901,901,1,10,31.08.1983,32,3,0,47,72.0,65,177.0,0.5821786845750527,21,144,2,0,0.35666738613371757,70
902,902,0,1,18.11.1982,10,3,0,16,81.0,17,186.0,0.5882973115445439,5,43,0,4,0.36989359418717194,37
903,903,1,13,13.04.1987,42,1,0,54,78.0,64,178.0,0.5315650735527896,21,160,1,6,0.3641235289159234,57
904,904,0,133,10.07.1976,151,1,0,158,62.0,294,164.0,0.47999028227581636,45,603,3,11,0.3540529885562493,30
905,905,0,48,10.11.1984,117,1,0,118,68.0,144,171.0,0.45797322874659746,48,379,4,0,0.3477175456948931,36
906,906,0,234,24.01.1987,87,0,0,102,81.0,209,182.0,0.518671935213177,84,398,2,11,0.35201430209539947,45
907,907,6,13,23.07.1987,44,2,1,55,80.0,159,187.0,0.4310552203784401,63,258,1,4,0.342682312888142,12
908,908,0,34,09.09.1985,80,3,0,83,65.0,189,174.0,0.5035580496338539,41,352,0,0,0.353235589586553,66
909,909,1,186,04.06.1985,98,0,0,142,80.0,234,180.0,0.46120878521100883,56,474,2,2,0.34769940401076227,6
910,910,0,0,30.12.1993,9,2,0,11,86.0,57,194.0,0.33820428862102736,3,77,0,5,0.33666320612209455,12
911,911,1,23,08.01.1991,42,2,0,44,73.0,65,178.0,0.3471780574782572,9,151,0,11,0.3386020720306077,15
912,912,2,7,13.10.1988,41,2,0,55,80.0,71,184.0,0.3585159226119485,26,167,1,6,0.3379290374095464,91
